mmsi,shipname,callsign,fleet_iso3,fleet_name,imo
538002995,KHANA,V7NP7,MHL,Marshall Islands,8810645
440222000,LAKE CASTLE,D7NB,KOR,South Korea,9004657
636012747,CHILESTAR,A8HP4,LBR,Liberia,9017276
354569000,REF VEGA,3FKW4,PAN,Panama,8422709
355665576,DA PING 1,H8TO,PAN,Panama,8011029
374083000,PS REEFER,3FRQ5,PAN,Panama,8221947
529558000,NAFTILOS,T3FD2,KIR,Kiribati,8503723
355295000,FARO,H3LU,PAN,Panama,9174701
567492000,MARINE1,HSB4886,THA,Thailand,7721067
356962000,URUGUAY REEFER,3FNJ,PAN,Panama,9017264
357058000,NO.2 POHAH,3FWC9,PAN,Panama,9227601
357642000,FRIO SPAIN,HOYR,PAN,Panama,8303903
577315000,SEIN GRACE,YJUM8,VUT,Vanuatu,8609979
529606000,MIN TAI LENG,T3HD2,KIR,Kiribati,8627309
577169000,TAISEI MARU 15,YJTJ8,VUT,Vanuatu,8710728
529605000,XIN RUI,T3HC2,KIR,Kiribati,9065534
372210000,SEA STAR V,3EYI5,PAN,Panama,8914221
372594000,EURO STAR,3EJQ3,PAN,Panama,8319055
374140000,SHIN HO CHUN NO. 102,3FEQ5,PAN,Panama,9262182
374317000,TAI FU NO. 1,3ECZ6,PAN,Panama,7908976
529087000,LAKE HILL,T3LP,KIR,Kiribati,8028955
576107000,LADY TUNA,YJQS6,VUT,Vanuatu,9453418
377762000,BALTICSTAR,J8B4371,VCT,Saint Vincent and the Grenadines,7726706
416696000,FU JYI,BZKU,TWN,Taiwan,6811932
416778000,WIN SHUEN SHING,BECS,TWN,Taiwan,7332713
440116000,SALTLAKE,D7MG,KOR,South Korea,8603121
440283000,SEIYU,D8DK,KOR,South Korea,9172909
441032000,SEI SHIN,DSOP5,KOR,South Korea,8808161
441720000,LAKE WIN,DSQW2,KOR,South Korea,9020780
455302000,VILADHAURU,8QFP,MDV,Maldives,8211045
576274000,NEW SATSUKI,YJVZ8,VUT,Vanuatu,8920024
563418000,CHITOSE,9V6110,SGP,Singapore,9666508
567255000,M.V. S.LEELAWADEE,HSB3070,THA,Thailand,7637539
567293000,MISSOURI REEFER,HSB3203,THA,Thailand,7635878
567476000,SEAVICREEFER,HSB4761,THA,Thailand,7724186
616757000,DELTAREEFER,D6EW9,COM,Comoros,7912408
312097000,ALASKA,V3JL2,BLZ,Belize,
,FONGQUN,,PAN,Panama,7920728
,HAN YI,,KIR,Kiribati,9441960
,HENGYU,,BLZ,Belize,8908739
,NEWHAYATSUKI,,PAN,Panama,9003756
,SEAVIC REEFER,,PAN,Panama,7724186
,ZHOUYULENG8,,CHN,China,8887997
312003000,TIAN XING,V3PG2,CHN,China,8731930
671918000,QIAN YUAN,5VEZ8,CHN,China,8819691
259433000,RONJA PIONEER,LAGT,NOR,Norway,9345520
338132058,F/V PAVLOF,WBP5804,USA,United States,
366841470,CHAMAI,WDD5880,USA,United States,
366971260,CAPE CALM,WBM7124,USA,United States,7939523
367139360,TOTEM,WBC4008,USA,United States,
367392530,LAST FRONTIER,WDE7375,USA,United States,8855205
515924000,DART,XUKP3,KHM,Cambodia,8421274
412331049,LURONGYUANYUYUN1,BZSU,CHN,China,8786478
412440007,MIN XIA YU 1458,BVBR7,CHN,China,8426951
412440364,FUYUANYUYUN87,BVMO5,CHN,China,
431700203,NITTOMARU33,JD2449,JPN,Japan,8821345
440906000,TAELIM JASMINE,DSPF5,KOR,South Korea,8708191
663037000,BOROM DARADJI,6WIY,SEN,Senegal,7021209
800668688,HAIFENG9,BCLN5,UNK,,
,SEISHO MARU NO.38,,JPN,Japan,9032355
,YASNOMORSKIY,,RUS,Russia,8136817
636015543,BAY PHOENIX,A8OE5,LBR,Liberia,9047271
212373000,FORLINE1,P3HQ8,CYP,Cyprus,8216722
306073000,SIERRAMODOC,PJHG,CUW,Cura ao,9076246
273332306,BUKHTA RUSSKAYA,UFLQ,RUS,Russia,9076272
273332339,BUKHTA RUSSKAYA,UFLQ,RUS,Russia,9076272
229463000,NOVABRETAGNE,9HA3352,MLT,Malta,9000364
273378130,ANDROMEDA,UBQM4,RUS,Russia,9000364
356728000,FRIOKYKNOS,3ETB8,MLT,Malta,9035072
229575000,SIERRA LARA,9HA3420,MLT,Malta,9120205
311000682,SIERRA LARA,C6DI3,BHS,The Bahamas,9120205
441923000,SEIN STAR,DSRN5,KOR,South Korea,8319029
273195200,KRYMSKIY,UDRA,RUS,Russia,8423583
273210110,PAMYAT KIROVA,UFXA,RUS,Russia,8701040
273310240,APOLLO FLYER,UIWS,RUS,Russia,8303927
666000001,ORION,UBYQ,RUS,Russia,7920546
273313470,ANATOLIY LARIN,UBHE3,RUS,Russia,8516641
273330285,POLTAVA,UEEJ,RUS,Russia,9175286
273339230,OS REEFER,UBVF7,RUS,Russia,7825631
273358410,BUKHTA ASACHA,UHJK,RUS,Russia,8210247
273358980,CAPTAINMOKEEV,UBMJ3,RUS,Russia,9081667
273384930,VYSOTSK,UAPA,RUS,Russia,9196357
273387370,ZOLOTOY ROG,UAXZ,RUS,Russia,9016973
636014471,TAGANROGSKIY ZALIV,A8UC4,LBR,Liberia,9016973
273410910,LIMANSKIY,UGFF,RUS,Russia,8423612
273421470,PROFESSOR MEGRABOV,UFOC,RUS,Russia,7723065
273440894,KATRAN,UERV,RUS,Russia,8727343
273441711,JUPITER,UDOW,RUS,Russia,7700116
273449788,PLUTONAS,UERU,RUS,Russia,7808322
373039000,HAI FENG 688,3FDH6,PAN,Panama,9016985
273818000,DIONA,UCBY,RUS,Russia,9125920
273819710,SUBARU,UEKN,RUS,Russia,8810310
273824020,NIKOLAY KASATKIN,UEFY,RUS,Russia,8857796
273829410,SAKHRYBA,UEKI,RUS,Russia,8842997
273873500,OSTROV IONY,UGCW,RUS,Russia,8847052
273879400,AMURSKIY LIMAN,UGCT,RUS,Russia,8858568
273895551,DRUZHBA,UHSV,RUS,Russia,8730089
277099000,ARGO,LYKM,LTU,Lithuania,8506737
306872000,SIERRA LOBA,PJYS,CUW,Cura ao,9120217
440014000,LAKE NOVA,D7AL,KOR,South Korea,9009669
325753000,OCEAN STAR 96,J7DE4,DMA,Dominica,8517358
352610000,MARBELLA CARRIER,3FJE9,PAN,Panama,9063653
309689000,GREEN COSTA RICA,C6WB3,BHS,The Bahamas,8912120
311009400,GREEN KARMOY,C6XH2,BHS,The Bahamas,8804531
311011400,GREEN COOLER,C6XJ4,BHS,The Bahamas,8804543
341384000,REINA,V4TY2,KNA,Saint Kitts and Nevis,8202226
374014000,PONTOS,HONN,PAN,Panama,8908739
312845000,TOKACHI FROST,V3RS6,BLZ,Belize,8503242
312887000,HAI FENG 668,V3OL8,BLZ,Belize,8800236
529764000,WEI SHUN,T3PT2,KIR,Kiribati,8312655
319235000,ICERUNNER,ZCMO7,CYM,Cayman Islands,8311120
325447000,NORCAPE,J7BP8,DMA,Dominica,8800224
351795000,BELITA,3EZJ8,PAN,Panama,8608597
334640000,BLISSFULREEFER,HQXO8,HND,Honduras,5296795
353799000,BLISSFULREEFER,HP5007,PAN,Panama,5296795
352739000,HAIFENG898,3ENU6,PAN,Panama,8420751
514666000,BEAM,XUGH2,KHM,Cambodia,8408258
351336000,FRIO NAGATO,H3QQ,PAN,Panama,9227596
351370000,DONA LIBRA,3FPF3,PAN,Panama,8612304
576139000,TUNA PRINCESS,YJQT4,VUT,Vanuatu,9314612
352247000,FONG KUO NO. 818,3EPS8,PAN,Panama,8904070
352784000,FRIO ANTWERP,3FVX3,PAN,Panama,9078282
576711000,FRIO ATHENS,YJQN2,VUT,Vanuatu,8710340
374446000,HARU,3EHZ8,PAN,Panama,9241932
355894000,MONTESOL,3FRZ5,PAN,Panama,7721067
356386002,SUAH,HOZZ,PAN,Panama,9000376
356616000,SAMPAQUITA,3EQZ7,PAN,Panama,8904941
357020000,TIARA 108,3FQH9,PAN,Panama,8420763
454215600,MIN TAI LENG,T3HD2,KIR,Kiribati,8627309
371790000,KAI DE,H3XA,PAN,Panama,8421286
374290000,MING HANG 8,HPNW,PAN,Panama,8224432
529096000,TAI FU NO.1,T3LY,KIR,Kiribati,7908976
374831000,ISLAND REEFER,HOFG,PAN,Panama,8312461
412202350,TAI YU,BAIL,CHN,China,8810657
577077000,TAIHO MARU,YJRZ2,VUT,Vanuatu,9459591
440523000,LAKE GLORY,DSOC6,KOR,South Korea,8204597
441759000,SEIN SUN,DSQY9,KOR,South Korea,8415859
520093696,WANJINHAI9918,T3PR,FJI,Fiji,8024935
636017556,ZHONG XIANG,D5LN5,LBR,Liberia,8814299
567046600,ASIAN MARINE REEFER 2,HSBX,THA,Thailand,7804900
567391000,PATSORN,HSB4501,THA,Thailand,7713230
636017359,SHOTA MARU,D5KN7,LBR,Liberia,9194892
627093246,VOLTAVICT,9GRG,GHA,Ghana,9140102
,SUTTIREEFER,,HND,Honduras,7713228
,ZHOUYULENG3,,CHN,China,8831986
338164513,PRIEST POINT,WCE6163,USA,United States,
412208610,HAIYING,BANV,CHN,China,8319598
413700350,HONG FENG 1 HAO,BVSP7,CHN,China,9756573
367097520,JENNIFER A,WDC9097,USA,United States,7937501
338167548,ISLAND DANCER,WCX2761,USA,United States,
366166330,ANNIHILATOR,WAV9937,USA,United States,7933672
367019320,LOGGER,WDC4116,USA,United States,7203003
367026930,DOROTHEA,WDC4584,USA,United States,
367028430,ALASKA EAGLE,WAK7961,USA,United States,7202566
367312010,LOIS ANDERSON,WDD9476,USA,United States,7203015
273433460,BUZANSKIY,UDWZ,RUS,Russia,8723309
273850200,SVETLOVODNYY,UBMG,RUS,Russia,7945572
548335100,DOLLY 798,4DEE3,PHL,Philippines,7916791
412704070,MIN XIA YU 1458,BVBR7,CHN,China,8426951
412440252,FUYUANYULENG15,BZU3K,CHN,China,
412676880,FUYUANYUF98,BZ2US,CHN,China,8792178
412458520,JINCHENGXING7,BVEK,CHN,China,
,DOLLY 889,,PHL,Philippines,8211007
352545000,MONTECRUZ,3FUH5,PAN,Panama,7710276
515270000,SHINGLE,ERXB,MDA,Moldova,8036079
224500000,HERMANOS PINZON,EEDF,ESP,Spain,7816472
352308000,PRINCESA GUASIMARA,3ECO,PAN,Panama,9442237
273332290,BUKHTA RUSSKAYA,UFLQ,RUS,Russia,9076272
273332343,BUKHTA RUSSKAYA,UFLQ,RUS,Russia,9076272
645358000,SIERRALAUREL,3BRW,MUS,Mauritius,9163403
636017004,SIERRA QUEEN,D5IV7,LBR,Liberia,9127928
306873000,SIERRALEYRE,PJJZ,ANT,Netherlands Antilles,9135822
514394000,POLUS1,UUAY6,UKR,Ukraine,8727018
427320957,OBAYATELNYY,UDQY,RUS,Russia,8724377
273211111,PAMYAT ILICHA,UFYW,RUS,Russia,8811675
273252100,VYBORGSKIY,UFVQ,RUS,Russia,8723270
273312950,ORION,UBYQ,RUS,Russia,7920546
273316040,REFRIGERATOR-605,UIVV,RUS,Russia,8225668
273337510,CRYSTAL ARCTICA,UBGF5,RUS,Russia,8509571
273338510,CRYSTAL AFRICA,UBGF6,RUS,Russia,8509583
273344710,ICE BREEZE,UBSE4,RUS,Russia,8609802
273348810,ICE STREAM,UBTE5,RUS,Russia,8609814
273351170,ODIN,UBRI2,RUS,Russia,8320834
273357670,FRIO SEVASTOPOLIS,UBWI5,RUS,Russia,8860432
273359920,TAVRIA,UBIH4,RUS,Russia,8826759
273381350,KAMCHATSKIY PROLIV,UARD,RUS,Russia,9061899
273385120,URGULL,UBZN7,RUS,Russia,8810190
636091097,PRINCE OF TIDES,A8JI4,LBR,Liberia,9061198
273395480,ATLANTICA,UCFB,RUS,Russia,8812796
306509000,ARUBA,PJJH,CUW,Cura ao,8812796
273422240,KAPITAN KIRICHENKO,UEZS,RUS,Russia,8832069
273429140,VASILIY POLESHCHUK,UIQL,RUS,Russia,8701038
273434080,NADEZHDA,UEPQ,RUS,Russia,7379553
273436790,PETERGOF,UIKZ,RUS,Russia,8319184
273441270,MYS KOMMUNAROV,UFTA,RUS,Russia,7821910
273442740,BUKHTA NAGAEVA,UDVM,RUS,Russia,8313879
273561800,SARGAN,UGOL,RUS,Russia,9101352
273815050,KOMSOMOLIYA KALININGRADA,UHWS,RUS,Russia,8033857
273816020,KORSAKOV,UIUT,RUS,Russia,8326113
273827710,TITANIYA,UFBO,RUS,Russia,8727147
308541000,GREEN SELJE,C6IB5,BHS,The Bahamas,8804529
667001392,OCEAN STAR 98,9LU2195,SLE,Sierra Leone,8517346
309165000,GREEN KLIPPER,C6VY9,BHS,The Bahamas,9001904
309479000,HAINANBAOSHA11,C6NP7,BHS,The Bahamas,9063665
341838000,RANGIROA,V4ET3,KNA,Saint Kitts and Nevis,8210259
354464000,REF LIRA,3FKY4,PAN,Panama,9016961
356695424,DAFENG MARINER,3FIO6,PAN,Panama,8319031
667003248,ZHONG ZHOU 1,9LY2445,SLE,Sierra Leone,9044358
672656576,DO WON,5VDJ9,TGO,Togo,7927037
341009000,FRIO MURMANSK,V4KD2,KNA,Saint Kitts and Nevis,8845717
518184000,LAPPONIAN REEFER,E5U2135,COK,Cook Islands,8917534
334548000,AMORY,HQXP3,HND,Honduras,8608597
355069000,CHAINAVEE REEFER,H9XR,PAN,Panama,7637591
341443000,HAI FENG 898,V4UF2,KNA,Saint Kitts and Nevis,8420751
351478000,ATMODA,3FNT8,PAN,Panama,8908076
529485000,SYOTA MARU,T3CC2,KIR,Kiribati,9087908
352256000,SASANQUA,3FFV3,PAN,Panama,9061904
352349000,FRIO SHINANO,3FNR3,PAN,Panama,9073385
352408000,WILD LOTUS,3FUT8,PAN,Panama,9181168
352769000,XUE LIN,3FVB3,PAN,Panama,8203816
352894000,TUNA QUEEN,HPFK,PAN,Panama,9278612
353185000,KURIKOMA,3FTS6,PAN,Panama,9145920
353631000,ASARI,HO6144,PAN,Panama,8725814
353692000,ASAHI,3FJF4,PAN,Panama,9004657
577105000,RYOMA,YJTA9,VUT,Vanuatu,9133305
354655000,REINA CRISTINA,3ERM8,PAN,Panama,9011301
730151013,ORION S,HKJC7,COL,Colombia,8513869
354670000,SHENXING,HOFG,PAN,Panama,8221947
354670000,SUNFUFA,HOFG,PAN,Panama,8221947
355357000,BRILLIANT REEFER,HO5625,PAN,Panama,6400563
529052000,FORTUNA REEFER,T3KB,KIR,Kiribati,7908770
371322000,HAI FENG 895,3ECC7,PAN,Panama,8814237
900466888,TALOFA,YJRZ7,VUT,Vanuatu,8223311
529382000,SEA STAR,T3YU,KIR,Kiribati,8914221
373443000,FRIO ATLANTIC,3EXR3,PAN,Panama,8911487
373897000,FRIO DOLPHIN,3EDI8,PAN,Panama,8807442
375789000,EUROPA,J8B4449,VCT,Saint Vincent and the Grenadines,8224432
667007053,HAO XIANG,9LF7053,SLE,Sierra Leone,7812062
374906000,SHIN FUJI,HPEF,PAN,Panama,9140281
576276000,SHIN FUJI,YJQA4,VUT,Vanuatu,9140281
529837000,WEI LI,T3SU2,KIR,Kiribati,7726706
412423655,PU YUAN LENG 6,BZV7S,CHN,China,8779918
415518424,LIANCHUANSHENG66,BEGE,TWN,Taiwan,7305722
431678000,TAISEI MARU NO.24,JILE,JPN,Japan,9086758
440571000,SEIHO,D7XP,KOR,South Korea,8909680
441032000,SEA MANSION,DSOP5,KOR,South Korea,8808161
441240000,SL ARCHI,DSOR5,KOR,South Korea,8712398
441377000,CHERRY STAR,DSNK2,KOR,South Korea,9015840
577161000,HSIANG FU,YJTH9,VUT,Vanuatu,9684067
441690000,SOHOH,DSQS6,KOR,South Korea,9209245
529092000,SUN BIG NO.3,T3LU,KIR,Kiribati,7352804
567004800,SEAVICPRINSES,HSB2579,THA,Thailand,7819034
567487000,SEANETWORK,HSB4831,THA,Thailand,7637553
636017275,VICTORIA II,D5KD3,LBR,Liberia,9140097
616735000,SALYREEFER,D6EU2,COM,Comoros,7813925
627047000,VOLTA GLORY,9GII,GHA,Ghana,8323604
636010125,ELBRUS,ELRD7,LBR,Liberia,8916229
636013651,FUJI BAY,A8OL6,LBR,Liberia,8920141
636018031,BAO REEFER,A8JI3,LBR,Liberia,9066485
636091098,PRINCE OF SEAS,A8JI5,LBR,Liberia,9014444
667943000,LUCKY 101,9LD2244,SLE,Sierra Leone,8831431
371156000,ANDROS,H9PE,PAN,Panama,
,EWKILIMANJARO,,LBR,Liberia,8807466
,HAIFENG830,,CHN,China,7379412
,TIANTAI,,TZA,Tanzania,7905039
645133000,PELAMIS,3BJO,MUS,Mauritius,8112380
412420105,ZHE ZHOU YU LENG 220,BZ9UP,CHN,China,8981341
412420329,XIN ZHOU,BZ6VD,CHN,China,
677018800,DENIZ,5IM288,TZA,Tanzania,8202563
725000962,RONIA AUSTRAL,CA3966,CHL,Chile,9229465
258255000,RONJA NORDIC,LASK,NOR,Norway,9443695
725000963,RONIA PACIFIC,CA3967,CHL,Chile,9276963
316018751,RONJA,CFN5530,CAN,Canada,9165475
412453005,FENGHAI2,BVHC7,CHN,China,7810698
338898000,EGEGIK SPIRIT,WDF4089,USA,United States,7515054
367039940,NOTORIOUS,WDH5866,USA,United States,7202061
367452850,TINA B,WDF4520,USA,United States,
367488280,MUSKRAT,WDF7801,USA,United States,5244259
273382236,BLUETRANS,UBAO2,RUS,Russia,9220835
259091000,OEYLAKS,3YWB,NOR,Norway,9606211
413447320,HAIJILI,T3PM2,CHN,China,9677595
412329639,LURONGYUANYUYUN158,BBZS3,CHN,China,9736339
416064900,FENG HAI NO.1,BZHY,TWN,Taiwan,8676300
413458510,JINCHENGXING7,BVEK,CHN,China,
636014564,IBERIANREEFER,A8UV5,LBR,Liberia,8819287
8442807,BAY PHOENIX,A8OE5,LBR,Liberia,9047271
636092423,BAY PHOENIX,A8OE5,LBR,Liberia,9047271
529089000,SHIN HO CHUN 101,T3LR,KIR,Kiribati,9220653
334622000,NEWSEAREEFER,HQXM3,HND,Honduras,7637527
273379740,FRIO FORWIN,UCRZ,RUS,Russia,9076260
511388000,AQUAMARINE,T8A2463,PLW,Palau,7719595
548906000,DOLLY 898,DUGQ,PHL,Philippines,9076246
273332351,BUKHTA RUSSKAYA,UFLQ,RUS,Russia,9076272
341891000,HARENGUS,V4WE2,KNA,Saint Kitts and Nevis,8920983
245973000,SIERRA LEYRE,PCPM,NLD,Netherlands,9135822
258818000,SILVER HORN,LAKU6,NOR,Norway,8907204
273311860,PROGRESS,UFWZ,RUS,Russia,8516615
273312860,GARMONIYA,UERQ,RUS,Russia,8516639
273349630,ZODIAK,UBFG9,RUS,Russia,8712300
273352840,SAN DIEGO,UBCI2,RUS,Russia,8421200
273353640,EKATERINA,UBZH8,RUS,Russia,8603171
273354920,SIRIUS-1,UBHH7,RUS,Russia,9003146
440241000,SEIN VENUS,D7NH,KOR,South Korea,9003146
351747000,FRIO AEGEAN I,3FSS8,PAN,Panama,9196357
273385132,URGULL,UBZN7,RUS,Russia,8810190
273385143,URGULL,UBZN7,RUS,Russia,8810190
334533000,URGULL,HQWX4,HND,Honduras,8810190
341464000,ATLANTICREEFER,V4KJ3,KNA,Saint Kitts and Nevis,8817186
636015528,PRINCEOFSTREAM,A8OE7,LBR,Liberia,9073268
273441679,JUPITER,UDOW,RUS,Russia,7700116
273449790,PLUTONAS,UERU,RUS,Russia,7808322
273813060,TARAVA,UBMB,RUS,Russia,8880511
273895510,DRUZHBA,UHSV,RUS,Russia,8730089
277254000,LYRA,LYOY,LTU,Lithuania,9009695
306303000,HOPEBAY,PJQK,CUW,Cura ao,9135169
308868000,GREEN GUATEMALA,C6WA6,BHS,The Bahamas,8912144
309478000,HAINANBAOSHA12,C6NP6,BHS,The Bahamas,9063653
352610000,HAINANBAOSHA12,C6NP6,BHS,The Bahamas,9063653
309578000,CHANGUINOLABAY,C6RB2,BHS,The Bahamas,8801814
354871000,FRIO OCEANIC,3FYF8,PAN,Panama,8801814
515201000,QIANYUAN,XUFN4,KHM,Cambodia,8819691
312413000,QIAO TAI,V3TV5,BLZ,Belize,9677595
355720000,GLOBAL MARINER,3EMW4,PAN,Panama,8813582
518332000,TOKACHIFROST,V3RS6,BLZ,Belize,8503242
514361000,SOMBRAVOLANTE,XUCR6,KHM,Cambodia,8408258
440217000,BADARO,D7MZ,KOR,South Korea,9163439
440102000,TORAH,DSRO9,KOR,South Korea,8815023
529105000,TAIFU3,T3MH,KIR,Kiribati,7927453
352135000,WIN UNI,3EFL4,PAN,Panama,7302299
440057000,KHOROL,D7MH,KOR,South Korea,8904068
352475000,DINOK,HOAJ,PAN,Panama,8908234
353211424,FONG QUN,3EDM9,PAN,Panama,7920728
353482000,TAI NING,3ERF3,PAN,Panama,8217116
353773000,ASIAN BRIER,3FTB8,PAN,Panama,9172703
354874000,KENTA MARU,3FXQ4,PAN,Panama,8615784
355085424,LIANRUN,3EJR7,PAN,Panama,7624271
636091652,HIMALAYABAY,A8OL7,LBR,Liberia,8908193
529874000,MING FENG,T3UH2,KIR,Kiribati,8214827
370070000,FONG KUO NO. 819,3FCY3,PAN,Panama,8913992
529304000,SEIWA,T3VQ,KIR,Kiribati,9021277
372177000,KRASKINO,3EPS9,KIR,Kiribati,8906808
529346000,FULL KUO SHIN,T3XH,KIR,Kiribati,8604967
440257000,FRIO ANTARCTIC,D7NU,KOR,South Korea,8807466
548483000,HUMBOLDTREX,DYAQ,PHL,Philippines,9179397
529615000,HAI SHUN 158,T3HN2,KIR,Kiribati,9011911
374173000,HAN XING,3FYT4,PAN,Panama,9586332
374244000,HIKARI 1,3EYH9,PAN,Panama,9293313
374410000,YONG XIANG 8,3EML7,PAN,Panama,8609280
374611000,LAKE HILL 7,3EYA7,PAN,Panama,8028955
529578000,YUN RUN 3,T3FZ2,KIR,Kiribati,9161613
403025000,ALZOHAL1,HZDD,SAU,Saudi Arabia,8520501
636017709,WEI LI,D5MI8,LBR,Liberia,7726706
412300004,HAI FENG 896,BZZQ5,CHN,China,9002180
422733000,KOOSHA 3,9BQJ,IRN,Iran,7917458
441034047,SUN FLOWER 7,DSPI5,KOR,South Korea,8513871
441418000,SEIBU,D7HD,KOR,South Korea,9684067
636011004,CAPE BELLE,ELWE4,LBR,Liberia,9051789
455266000,BAROASAA,8QDY,MDV,Maldives,8304323
667003426,HENGXING1,9LY2623,SLE,Sierra Leone,8834421
529268000,HUA JIAN 109,T3UC,KIR,Kiribati,7929762
548050500,ANIKA MICHELLE,DUG9197,PHL,Philippines,8920024
567008100,ITFA3,HSB2369,THA,Thailand,7905833
576328000,GENTA MARU,YJRE3,VUT,Vanuatu,9620384
636017162,GENTA MARU,D5JO9,LBR,Liberia,9620384
576419000,MEITA MARU,YJQE8,VUT,Vanuatu,9071583
636017161,MEITA MARU,D5JO8,LBR,Liberia,9071583
636017301,FUTAGAMI,D5KG4,LBR,Liberia,9105293
616401000,SILVER ICE,D6DA5,COM,Comoros,7819759
,BARON1,,PAN,Panama,8911619
,ISIDA,,SLE,Sierra Leone,8320834
,PACIFIC PLOVER,,PHL,Philippines,8513352
,KHOROL,,PAN,Panama,8904068
,MINGFA,,SLE,Sierra Leone,7809390
,SEAPHOENIX,,LBR,Liberia,9045156
,TORAH,,MHL,Marshall Islands,8815023
,WINDFROST,,MLT,Malta,8807662
